,Quote,Link
7072,Shangar Decor,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shangardecor/SD07
7073,Shanghai,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shanghai/S23
7074,Shankar Lal Ram,https://www.moneycontrol.com/india/stockpricequote/dyespigments/shankarlalrampaldyechem/SLR
7075,Shankara Buildi,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shankarabuildingproducts/SBP02
7076,Shantai Industr,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/shantaiindustries/WAT
7077,Shantanu Sheo,https://www.moneycontrol.com/india/stockpricequote/aquaculture/shantanusheoreyaqua/SSA02
7078,Shanthi Gears,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/shanthigears/SG04
7079,Shanti Educatio,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/shantieducationalinitiativeslimited/SEI07
7080,Shanti Overseas,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shantioverseasindia/SO01
7081,Shanti Pharma,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shantipharmacetuciallaboratories/SPL01
7082,Shantivij Jewel,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/shantivijayjewels/SJ
7083,Shaper Chemical,https://www.moneycontrol.com/india/stockpricequote/chemicals/shaperchemicals/SC08
7084,Shapre Global,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/shapreglobalinfoservices/SGI
7085,Sharad Fibres,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sharadfibresyarnprocessors/SFY
7086,Sharanam Infra,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sharanaminfraprojecttrading/SIT04
7087,Sharat Ind,https://www.moneycontrol.com/india/stockpricequote/aquaculture/sharatindustries/SI14
7088,Sharda Crop,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/shardacropchem/SC04
7089,Sharda Ispat,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/shardaispat/SIL06
7090,Sharda Motor,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/shardamotorindustries/SMI04
7091,Sharda Solvent,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/shardasolvent/SS08
7092,Sharda Textiles,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/shardatextilemillsindia/STM02
7093,Shardatery,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/shardaterryproducts/STP
7094,Shardul Sec,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shardulsecurities/SS55
7095,SHAREINDIA,https://www.moneycontrol.com/india/stockpricequote/diversified/shareindia/SIS09
7096,Sharika Enter,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sharikaenterprises/SE22
7097,Sharma East Ind,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/sharmaeastindiahospmedicalresearch/SEI01
7098,Sharon Bio Medi,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sharonbiomedicine/SBM01
7099,Sharp India,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/sharpindia/SI79
7100,Sharp Industrie,https://www.moneycontrol.com/india/stockpricequote/packaging/sharpindustries/SI15
7101,Sharp Invest,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sharpinvestments/SI93
7102,Sharpline Broad,https://www.moneycontrol.com/india/stockpricequote/filmproductiondistributionentertainment/sharplinebroadcast/SB
7103,Sharpscan Print,https://www.moneycontrol.com/india/stockpricequote/printingstationery/sharpscanprints/SP28
7104,Shashank Trader,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shashanktraders/ST25
7105,Shashijit Infra,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/shashijitinfraprojects/SI43
7106,Shashwat Furnis,https://www.moneycontrol.com/india/stockpricequote/householdpersonalproducts/shashwatfurnishingsolutions/SFS05
7107,Shasun Pharma,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shasunpharmaceuticals/SCD
7108,Shatex,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/shatexindustries/SI16
7109,Shatrunjay Extr,https://www.moneycontrol.com/india/stockpricequote/packaging/shatrunjayextrusions/SE07
7110,Shaw Wall Elect,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/shawwallaceelectronics/SWE
7111,Shaw Wallace,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/shawwallacecompany/SWC
7112,Shayona Petro,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/shayonapetrochem/SP26
7113,Sheela Foam,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sheelafoam/SF14
7114,Sheetal Cool Pr,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/sheetalcoolproducts/SCP
7115,Sheetal Diamond,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/sheetaldiamonds/SD
7116,Sheetal Filamen,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sheetalfilaments/SFL07
7117,Sheetal Sec,https://www.moneycontrol.com/india/stockpricequote/financegeneral/sheetalsecuritiesfinance/SSF02
7118,Shekhawati Poly,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/shekhawatipolyyarn/SP09
7119,Shell Infotech,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/shellinfotech/SI88
7120,Shell Mercant,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shellmercantilecorporation/SMC05
7121,Shelter Infra,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/shelterinfraprojects/CCA
7122,Shemaroo Ent,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/shemarooentertainment/SE03
7123,Shentracon Chem,https://www.moneycontrol.com/india/stockpricequote/chemicals/shentraconchemicals/SC09
7124,Sheraton Pro,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sheratonproperties/SP29
7125,Shervani Indust,https://www.moneycontrol.com/india/stockpricequote/shervaniindust/shervaniindustrialsyndicate/GIS
7126,Sheshadri Ind,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/sheshadriindustries/SI95
7127,Shetron,https://www.moneycontrol.com/india/stockpricequote/packaging/shetron/S03
7128,Shez Leathers,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/shezleathers/SL04
7129,Shigan Quantum,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/shiganquantumtechnologies/SQT
7130,Shikhar Consult,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shikharconsultants/SC11
7131,Shikhar Leasing,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shikharleasingtrading/SLT
7132,Shilchar Techno,https://www.moneycontrol.com/india/stockpricequote/electricequipment/shilchartechnologies/ST21
7133,Shilp Gravures,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shilpgravures/SG05
7134,Shilpa,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shilpamedicare/SM19
7135,Shilpax Lab,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shilpaxlaboratories/SL05
7136,Shilpi Cable,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/shilpicabletechnologies/SCT02
7137,Shin-Ho-Petro,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/shinhopetrochemicals/SHP01
7138,Shine,https://www.moneycontrol.com/india/stockpricequote/textiles/shinefashions/SF(
7139,Shine Computech,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/shinecomputech/SC44
7140,Shipping Corp,https://www.moneycontrol.com/india/stockpricequote/shipping/shippingcorporationindia/SCI
7141,Shirdi Ind,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shirdiindustries/SI83
7142,Shirpur Gold,https://www.moneycontrol.com/india/stockpricequote/miningminerals/shirpurgoldrefinery/AGR
7143,Shish Industrie,https://www.moneycontrol.com/india/stockpricequote/plastics/shishindustries/SI62
7144,Shiv Aum Steels,https://www.moneycontrol.com/india/stockpricequote/ironsteel/shivaumsteels/SAS
7145,Shiva Cement,https://www.moneycontrol.com/india/stockpricequote/cementmini/shivacement/SC50
7146,Shiva Global,https://www.moneycontrol.com/india/stockpricequote/fertilisers/shivaglobalagroindustries/SF25
7147,Shiva Granito E,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shivagranitoexport/SGE03
7148,Shiva Mills Lim,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/shivamillslimited/SHIVA54096
7149,Shiva Paper,https://www.moneycontrol.com/india/stockpricequote/paper/shivapapermills/SPM
7150,Shiva Suitings,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/shivasuitings/SS09
7151,Shiva Sutex Ltd,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/shivasutex/SSL10
7152,Shiva Texyarn,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/shivatexyarn/ST17
7153,Shivagrico Impl,https://www.moneycontrol.com/india/stockpricequote/steelrolling/shivagricoimplements/SI18
7154,Shivaji Works,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/shivajiworks/SW
7155,Shivalik Bimeta,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/shivalikbimetalcontrols/SBC01
7156,Shivalik Loha,https://www.moneycontrol.com/india/stockpricequote/steelrolling/shivaliklohamills/SLM
7157,Shivalik Rasa,https://www.moneycontrol.com/india/stockpricequote/shivalikrasa/shivalikrasayan/SR9
7158,Shivam Appe,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/shivamapparelsexport/SAE02
7159,Shivam Auto,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/shivamautotech/SA13
7160,SHIVAM-RE,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/shivamautotechre/SAR01
7161,Shivamshree Bus,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shivamshreebusinesses/SB13
7162,Shivani Vanas,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/shivanivanaspati/SV02
7163,Shivansh Finser,https://www.moneycontrol.com/india/stockpricequote/financegeneral/shivanshfinserv/SF28
7164,Shivgarh Resort,https://www.moneycontrol.com/india/stockpricequote/hotels/shivgarhresort/SR02
7165,Shivkamal Impex,https://www.moneycontrol.com/india/stockpricequote/shivkamalimpex/shivkamalimpexlimited/SHIVK53968
7166,Shivom Investme,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shivominvestmentconsultancy/SIC05
7167,Shonkh Tech,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/shonkhtechnologiesinternational/STI07
7168,Shoppers Invest,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shoppersinvestmentfinancecompany/SIF
7169,Shoppers St-RE,https://www.moneycontrol.com/india/stockpricequote/retailing/shoppersstopre/SS02
7170,Shoppers St-RI,https://www.moneycontrol.com/india/stockpricequote/retailing/shoppersstopri/SSR
7171,Shoppers Stop,https://www.moneycontrol.com/india/stockpricequote/retail/shoppersstop/SS51
7172,Shrachi Sec,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shrachisecurities/SS10
7173,Shraddha Prime,https://www.moneycontrol.com/india/stockpricequote/steelpigiron/shraddhaprimeprojects/TS08
7174,Shradha Infra,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/shradhainfraprojects/SI65
7175,Shradha Terry,https://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/shradhaterryproducts/STP01
7176,Shree Acids,https://www.moneycontrol.com/india/stockpricequote/fertilisers/shreeacidschemicals/SAC02
7177,Shree Ajit Pulp,https://www.moneycontrol.com/india/stockpricequote/paper/shreeajitpulppaper/SAP06
7178,Shree Ambeshwar,https://www.moneycontrol.com/india/stockpricequote/paper/shreeambeshwarpapermill/SAP
7179,Shree Araveli,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shreearavelifinlease/SAF04
7180,Shree Benzophen,https://www.moneycontrol.com/india/stockpricequote/chemicals/shreebenzophenindustries/SBI08
7181,Shree Bhavya,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/shreebhavyafabrics/AF09
7182,Shree Bhikshu,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shreebhikshufoundation/SBF
7183,Shree Cements,https://www.moneycontrol.com/india/stockpricequote/cementmajor/shreecements/SC12
7184,Shree Digvijay,https://www.moneycontrol.com/india/stockpricequote/cementmajor/shreedigvijaycementcompany/SDC
7185,Shree Ganesh,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/shreeganeshknit/SGK
7186,Shree Ganesh Re,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shreeganeshremedies/SGR
7187,Shree Global,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shreeglobaltradefin/SGT
7188,Shree Hanuman,https://www.moneycontrol.com/india/stockpricequote/sugar/shreehanumansugarindustries/SHS
7189,Shree Hari Chem,https://www.moneycontrol.com/india/stockpricequote/dyespigments/shreeharichemicalexports/SHC
7190,Shree I-Jee Cem,https://www.moneycontrol.com/india/stockpricequote/cementmini/shreeijeecementindustries/SIJ
7191,Shree Ind,https://www.moneycontrol.com/india/stockpricequote/paper/shreeindustries/SI19
7192,Shree Jagdambe ,https://www.moneycontrol.com/india/stockpricequote/paper/shreejagdambepapermills/SJP
7193,Shree Karthik P,https://www.moneycontrol.com/india/stockpricequote/paper/shreekarthikpaper/SKP04
7194,Shree Kr Paper,https://www.moneycontrol.com/india/stockpricequote/paper/shreekrishnapapermillsindustries/SKP01
7195,Shree Krishna,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/shreekrishnainfrastructure/SKI01
7196,Shree Mahavir,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/shreemahavirispat/SMI03
7197,Shree Metalloys,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/shreemetalloys/MF17
7198,Shree Mfg Co,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/shreemanufacturingcompany/SMC
7199,Shree Narmada,https://www.moneycontrol.com/india/stockpricequote/aluminium/shreenarmadaaluminiumindustries/SNA01
7200,Shree Nath Comm,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shreenathcommercialfinance/SNC01
7201,Shree Neelachal,https://www.moneycontrol.com/india/stockpricequote/chemicals/shreeneelachallaboratories/SNL
7202,Shree Nidhi Tra,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shreenidhitrading/SNT
7203,Shree Pacetroni,https://www.moneycontrol.com/india/stockpricequote/electricals/shreepacetronix/SP14
7204,Shree Pomani,https://www.moneycontrol.com/india/stockpricequote/aluminium/shreepomanimetalsalloys/SPM01
7205,Shree Precoated,https://www.moneycontrol.com/india/stockpricequote/steelgpgcsheets/shreeprecoatedsteels/SPS03
7206,Shree Pushkar,https://www.moneycontrol.com/india/stockpricequote/chemicals/shreepushkarchemicalsfertilisers/SPC03
7207,Shree Raj Texch,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/shreerajasthantexchem/SRT
7208,Shree Raj Trave,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shreerajtravelstours/SRT01
7209,Shree Rajasthan,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/shreerajasthansyntex/SRS
7210,Shree Rajesh Pa,https://www.moneycontrol.com/india/stockpricequote/paper/shreerajeshwarpaper/SRP01
7211,Shree Ram Proti,https://www.moneycontrol.com/india/stockpricequote/diversified/shreeramprotienslimited/SRP07
7212,Shree Ram Urban,https://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/shreeramurbaninfrastructure/SRU
7213,Shree Rama News,https://www.moneycontrol.com/india/stockpricequote/paper/shreeramanewsprint/RNP01
7214,Shree Rang Mark,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shreerangmarktravels/SRM
7215,Shree Rani Sati,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shreeranisati/SRS02
7216,Shree Renuka,https://www.moneycontrol.com/india/stockpricequote/sugar/shreerenukasugars/SRS03
7217,Shree Rubber,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shreerubberindustries/SRI02
7218,Shree Salasar,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shreesalasarinvestments/SSI11
7219,Shree Secu,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shreesecurities/SS58
7220,Shree Shakti,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/shreeshaktiagrooils/SSA
7221,Shree Shaleen,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shreeshaleentextiles/SSI12
7222,Shree Shyam Fab,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/shreeshyamfabrics/SSF01
7223,Shree Steel Wir,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/shreesteelwireropes/SSW
7224,Shree Synthetic,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/shreesynthetics/SS11
7225,Shree Tirupati ,https://www.moneycontrol.com/india/stockpricequote/diversified/shreetirupatibalajeefibc/STB
7226,Shree Tulsi,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shreetulsionlinecom/STO
7227,Shree Vaani Sug,https://www.moneycontrol.com/india/stockpricequote/sugar/shreevaanisugarsindustries/SVS
7228,Shree Vaishnavi,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/shreevaishnavidyeingprintings/SVD
